requested_amount,term_months,annual_revenue,existing_debt,defaulted
36182.43,12,117937.52,86671.11,1
342201.63,24,575002.53,353151.11,0
976259.96,60,2220274.15,1038742.2,1
874820.02,6,2061754.1,720501.44,0
336084.29,48,257933.83,198072.48,0
591917.45,6,978209.79,606506.17,0
848823.78,12,3961566.22,1695528.37,1
446861.59,24,1476642.42,771579.8,0
27778.29,24,106898.02,157175.31,1
83765.36,36,145341.69,189574.62,1
515288.79,6,870531.01,190346.51,0
969744.98,6,3445152.09,807918.76,0
696277.45,12,3206730.89,1897713.71,0
80207.03,24,24357.85,2729.27,0
197467.27,12,902892.85,561662.34,0
773609.91,12,3356282.97,1405330.22,0
843025.36,60,1488351.37,457903.93,0
621517.64,24,1371596.93,329617.91,0
647978.94,12,2463607.73,1011459.98,0
38054.08,24,116150.75,29504.01,1
830244.96,12,237784.42,81693.59,1
790392.46,48,2343686.34,1385616.03,0
266444.79,12,814841.13,408071.46,0
711589.95,12,3335174.33,1995721.3,1
222706.06,48,414701.84,236537.2,1
49926.86,6,123771.56,80706.24,1
209125.18,24,707151.96,114100.36,0
186842.59,36,736907.97,586651.26,1
344370.52,48,1276660.9,485918.02,0
424265.0,6,2034668.7,1169092.86,0
513453.5,12,2199958.9,1192818.0,0
481986.34,60,1662741.51,753089.0,0
277967.86,6,625813.9,498556.51,1
38878.96,48,119671.76,20805.26,0
609050.61,60,2391642.99,806899.91,1
401787.38,12,1781070.26,181997.68,0
305685.44,6,1485349.03,216071.31,1
868271.63,36,3142348.56,1792305.28,1
749275.87,24,2505741.69,9707.6,0
859187.89,24,288502.48,205372.37,1
500032.97,48,876231.15,443852.77,0
139621.94,12,103371.35,36461.56,0
699259.22,12,1182908.68,1086359.82,1
214013.04,24,621284.42,62761.68,0
446817.37,6,1197057.2,882530.5,1
74350.78,12,277383.4,158069.11,0
827055.32,36,2791169.35,751143.86,0
134681.23,36,482953.11,27407.08,0
904066.53,12,2849545.57,742438.46,1
865588.3,12,292436.67,43195.07,1
469936.94,24,2272092.76,1429188.72,1
746924.52,48,1346280.7,775025.46,1
623250.62,24,2982951.32,1188791.12,1
805044.89,48,2084529.43,1799664.34,0
437487.05,36,1441220.18,208320.52,0
787950.4,48,1482093.83,535884.32,1
467832.25,24,817891.82,464968.43,0
941556.13,12,2827878.22,153389.43,1
491508.38,48,2013189.24,600216.04,0
467993.08,24,1143202.6,522822.95,0
787221.14,36,2730254.22,801173.53,0
823361.91,60,2038048.13,782934.92,0
558944.22,48,1598661.91,777740.51,0
187999.84,36,878440.93,258887.51,0
473080.65,36,2126705.06,180369.01,0
968391.78,6,3201562.69,357152.24,0
755456.33,60,1762758.91,1949843.08,0
813050.98,48,1769315.76,247336.23,0
42497.24,24,24818.86,17667.73,0
473180.87,48,1045496.96,1261359.05,1
650154.92,48,2814253.49,785811.77,0
831732.36,60,2321694.16,1543438.45,0
58780.92,36,290954.35,124106.65,0
853914.5,36,2381179.09,302983.0,0
552916.93,36,1509633.62,741787.89,0
205340.83,36,766151.83,416450.17,1
324082.66,60,1576762.23,105821.66,0
289110.26,24,1421478.14,1803678.24,1
535550.44,12,2128931.63,9169.71,1
61168.82,6,253307.56,64123.05,1
166950.8,36,579637.75,155549.42,0
814566.11,36,3376551.73,1702345.62,0
141277.95,6,637054.6,101441.15,0
241062.31,36,771720.86,18577.47,0
458836.9,12,1683710.23,425149.67,1
521949.68,48,1764507.49,1165449.5,0
765974.37,6,2656894.81,848389.46,1
452859.1,24,2090020.68,694043.65,1
791965.97,6,2173676.45,815611.33,1
622162.84,12,1386579.54,833932.01,0
121968.74,60,377734.8,145057.69,0
164768.12,24,367152.5,26811.75,0
442663.39,48,1436177.76,237141.44,0
402920.5,36,1878527.53,282376.3,0
746108.83,6,2731517.35,1109789.97,0
584929.77,24,2628683.15,62940.06,0
394251.75,6,820701.34,186211.62,1
179052.68,48,833142.43,404703.89,0
234568.73,6,845914.67,240003.37,0
579746.01,24,934063.15,528838.28,0
429204.42,12,1594887.72,499163.28,0
519778.23,60,2510471.34,1966718.37,0
178970.66,24,318045.99,245622.16,1
666277.19,6,2357686.1,1508618.67,0
854013.35,48,4017428.34,3067356.44,1
265360.11,36,407044.65,66683.11,1
496599.08,36,1841486.35,1106251.81,0
975772.06,48,3085545.45,793993.87,0
339909.32,6,922671.14,535366.51,0
599095.88,60,2214484.66,2343195.44,1
99293.74,48,167256.07,38725.89,0
609954.85,6,2522602.88,1934927.41,1
98735.46,24,149651.18,25127.68,0
959643.08,60,2470385.29,1499165.36,0
718506.03,12,2345099.67,1265738.77,0
790278.19,6,2228250.9,540979.46,0
707063.32,36,1821512.32,667901.96,1
593831.75,36,2617564.63,299330.23,0
455413.65,60,2173194.78,1601572.58,0
859789.65,12,3918916.41,3035184.46,1
957267.31,6,3186273.43,1867062.0,0
504045.81,12,2315876.08,1573721.8,0
932219.7,24,4402888.07,291004.24,0
587499.58,12,1722745.22,1514230.62,1
543000.35,24,1353189.73,358120.16,1
459937.91,36,848092.49,383304.94,0
217194.88,24,689989.41,101210.57,0
13682.46,6,65840.53,29674.66,0
249091.16,60,862646.61,451588.85,0
514625.94,60,1974345.62,209048.6,0
386160.35,6,731809.92,77115.62,1
454000.38,6,909053.51,25761.41,0
980841.74,6,3065774.28,1866179.6,0
356769.65,48,1722992.91,456260.29,0
457661.11,24,1264401.51,1877937.19,1
142180.4,6,649934.21,404568.13,1
57478.16,60,110416.12,12654.19,0
777655.42,12,2845876.84,972569.14,0
574976.34,12,438584.0,261321.22,0
763097.76,48,3441236.37,1579754.11,0
158364.17,24,239384.62,243606.99,0
576110.48,24,1247141.4,157103.31,1
261106.05,24,592425.26,85751.29,1
235781.2,60,1137616.3,530182.7,0
21410.75,60,43633.56,37447.57,1
139037.32,48,226542.99,157514.07,1
316175.43,24,1065705.72,298798.99,0
125709.97,24,421122.69,140357.23,0
985999.86,6,4391805.45,6253512.28,1
315546.32,24,1521251.58,1066909.84,1
139020.71,60,470572.46,241875.78,0
207091.49,6,984715.82,354425.59,1
591826.2,6,2389827.95,1119029.86,1
73403.09,24,178072.74,54186.76,0
863809.79,12,4102640.83,1528094.15,0
961884.68,36,3689838.8,3231268.19,1
254279.95,60,749956.95,246390.73,0
455594.32,12,1768091.98,445526.0,0
31913.11,24,92694.66,5757.53,1
644303.12,24,1223946.03,36567.86,1
419786.8,12,1686042.46,234840.36,1
277357.88,24,1216022.0,244797.63,0
214768.74,60,869989.87,619761.2,0
657482.85,6,1513460.65,740080.63,1
422054.86,48,2046215.89,1568706.32,1
187862.7,24,298399.42,268271.7,0
692217.99,24,1844344.6,592754.65,1
569421.56,12,1372490.18,790283.39,1
860085.33,6,1435002.31,663432.65,1
126301.14,12,368806.14,155748.33,1
787809.94,60,2899851.14,1335240.03,0
676781.62,12,3105706.88,1451322.45,0
123860.83,24,614834.51,376642.91,1
697872.52,6,3020611.09,1614412.78,0
447131.82,60,255770.48,195882.18,0
945534.94,24,3813309.78,2891901.32,1
150195.24,60,668771.83,225736.09,0
646405.06,24,2022326.83,57794.23,0
388160.25,24,1648784.61,14607.94,0
957246.52,24,3052930.5,300880.72,0
336675.15,48,960445.31,57547.88,0
962564.05,36,3216232.52,960665.62,0
902470.99,6,3488494.01,147562.18,0
277679.4,48,1122959.71,561402.63,1
805506.36,36,2213996.21,336836.01,0
995648.16,60,3484391.09,5112223.27,1
260136.37,36,1218621.33,100491.2,0
442409.4,36,2175369.12,1440493.0,0
524978.93,48,1205020.0,751892.79,0
301981.82,6,656783.0,203070.59,0
25112.19,12,97143.99,70766.94,1
227927.95,36,672705.09,99937.42,0
289117.52,12,458187.14,298348.26,0
449163.7,12,1219037.71,532334.69,1
179391.45,24,775618.06,204502.6,0
874521.81,12,3752568.06,253256.12,0
707862.02,60,407547.84,55853.98,0
94348.47,60,297577.22,427025.18,1
653591.53,24,2306051.34,1119608.36,1
657119.91,6,142299.71,26990.9,0
956658.96,6,3196343.65,1267932.96,0
12990.66,60,19988.24,1724.37,1
255453.13,24,808370.81,1139723.3,1
928513.56,6,2484868.18,1804540.4,0
932812.58,36,3602562.87,1319564.85,0
723380.56,6,154690.07,44744.68,0
768105.69,24,2175986.26,1652133.8,0
100568.13,60,153412.2,48969.26,0
518737.08,36,1236128.52,332510.79,0
239267.16,12,889288.43,194210.75,0
189405.86,12,332086.56,150119.81,0
812200.27,12,1524295.62,680946.26,0
143687.76,60,540930.19,7007.93,0
473965.12,24,114621.89,59975.89,1
939192.46,12,2465778.4,1555032.5,1
193973.74,6,623403.62,307195.62,1
978213.49,12,4705196.89,3274395.97,0
994345.11,48,4782205.83,1057503.95,0
560060.98,60,320231.82,49182.33,1
178441.31,48,773535.51,748431.21,1
322943.84,12,1155752.77,174342.16,0
430247.9,12,2114322.39,154100.07,0
316230.98,48,1002973.2,77521.86,0
287829.22,60,1212185.29,745148.23,0
972507.41,60,4073327.79,93645.16,0
161831.18,12,524497.29,121455.41,1
735994.63,60,3153520.17,325913.56,0
10406.19,36,25116.81,15168.75,0
600220.84,60,1157157.13,1275250.96,1
916783.57,48,2739416.33,450343.42,1
295054.75,24,1417061.6,850702.77,0
193670.72,48,629934.57,378145.44,0
655163.0,6,2439438.49,1020705.26,0
715475.39,36,2636218.15,581760.17,0
691150.21,24,1357422.49,636660.58,0
326123.71,12,934683.3,1094944.52,0
259680.38,6,1032044.2,42632.83,1
956359.61,6,4688041.67,1001177.6,1
924066.51,36,1929508.24,439880.33,1
462743.44,24,1358867.68,686838.76,1
847731.93,6,1553747.07,809395.82,0
457800.24,24,1075060.36,177441.2,0
430145.13,24,1212431.88,1573265.63,1
165195.32,60,560384.05,416124.47,1
432142.0,6,996944.72,603190.49,0
542042.77,24,64527.95,48229.21,0
32279.28,36,12867.96,8540.86,0
449671.88,6,2189562.92,704370.1,1
783542.66,36,2062789.97,201175.88,0
683245.6,36,2670104.72,2635686.7,1
638805.42,24,1535229.32,432309.6,1
910459.87,24,4322711.32,1471146.58,0
27851.69,60,107372.67,36582.28,0
561477.11,60,2419612.05,1812811.33,1
789475.36,6,1320586.34,1436053.8,0
545922.03,60,1962464.62,303167.44,0
330656.6,12,129639.33,63050.65,0
144888.06,6,365913.23,258703.01,1
888687.44,36,2149294.97,1578343.62,0
476054.77,60,1680514.66,751113.32,0
879334.05,60,3493330.14,96587.0,0
589993.6,60,953491.4,276803.16,0
677450.2,24,2361527.4,1735880.0,0
806218.54,36,1690324.52,676054.2,0
662563.99,60,1319343.5,766922.01,0
404074.29,48,1487364.41,320310.97,0
518497.05,48,1341893.91,26845.36,0
805015.07,36,2449725.92,1133459.15,1
379913.79,60,1048560.48,700422.47,1
394240.24,12,1485961.29,1177200.76,1
104733.21,12,329429.85,370365.33,0
915438.59,6,4460113.22,1976702.06,0
100125.95,6,273678.23,133276.39,1
651727.09,60,2666212.39,1757917.1,1
419062.53,6,1005969.66,15943.17,0
411563.2,24,1350188.98,1027919.77,0
682756.32,12,2344581.2,996393.08,0
76422.8,36,202664.28,154357.59,0
597768.73,60,1883707.86,1152103.1,0
774311.47,60,1918337.49,233757.37,0
829930.63,48,1262326.76,1826042.21,1
178825.09,12,403209.28,114074.67,0
898444.86,12,3549058.99,749527.25,1
659584.63,12,2769180.71,973198.12,1
883036.25,6,2190556.89,3256414.4,1
490427.91,24,1436046.73,501558.85,0
546613.01,36,891405.46,40234.89,0
919847.89,6,2142988.17,1672613.61,1
900910.45,24,3808389.46,1295224.52,0
453679.26,12,1642750.8,2177015.29,1
281668.51,24,625359.53,36998.42,0
399238.73,6,958590.95,621216.69,0
393886.69,12,1716876.09,238171.42,0
293998.21,6,656143.65,356629.79,1
275893.81,36,736512.88,389943.32,0
862452.31,12,3299100.37,2401234.94,1
79163.3,24,274213.23,70347.03,0
680835.07,6,2119470.7,184749.61,0
181091.85,48,841913.0,582311.36,0
351060.83,24,796552.33,211295.08,0
70927.6,24,290446.37,54030.88,0
277273.9,12,570275.73,221818.38,1
770736.86,60,2817095.95,329342.61,0
886165.17,24,4029554.73,957304.07,0
229311.88,6,711475.94,219294.32,1
468912.36,48,1892075.8,419670.42,0
475620.81,36,2079117.74,748914.01,0
874839.55,48,1728763.86,531976.14,1
765171.06,6,3038030.69,1882585.06,1
517946.45,12,2444419.05,1795980.53,0
674039.73,6,2370798.01,191414.85,1
848881.5,60,1826307.31,1202882.76,0
19443.56,60,37804.09,28179.81,1
408861.13,60,984976.58,541038.29,1
908170.74,24,1691283.14,1348182.24,0
742909.9,12,2449284.23,656492.43,0
547412.96,60,954669.8,634137.46,1
534348.08,36,1219337.53,657176.6,0
354292.4,36,1076937.84,278650.16,0
525315.33,6,1659314.39,935423.86,0
658829.37,60,2291998.0,934441.79,0
424179.41,24,53294.09,8056.95,0
717011.61,36,1194039.61,166095.38,0
862619.9,48,1537338.18,877388.23,1
163138.0,12,279456.54,159162.9,1
457031.55,48,1362422.98,578510.7,0
413939.89,36,227694.18,91335.54,0
690590.16,36,2839212.58,408933.94,0
257368.79,6,586929.69,201568.62,0
643848.41,6,3082259.26,2148698.46,1
878714.35,60,2814006.38,1924166.47,0
423950.28,12,1298195.17,686401.38,0
911905.54,60,3859079.76,5505312.31,0
993232.1,6,3968994.15,2836015.71,0
115031.13,24,417054.75,48455.23,0
240722.66,12,1148972.5,366877.4,1
950875.95,24,675747.57,71325.15,0
958744.41,60,4151229.9,1547876.12,0
106730.2,6,302081.19,187624.52,0
24848.52,12,9190.13,1145.37,1
169489.02,60,36093.94,36157.5,0
996052.66,36,2502517.32,1139261.1,0
188199.62,60,728811.19,436671.28,0
507522.13,48,1139131.66,41150.73,0
849933.55,36,1956580.74,146881.54,0
30197.59,24,77560.05,38523.22,0
608444.09,36,2358481.83,1581488.32,1
284255.19,60,1311228.92,916669.74,0
863711.57,36,3334778.95,1836447.63,0
290626.54,48,1277986.57,205437.59,0
689888.16,60,2347318.29,3304917.38,1
677477.44,48,1179644.91,831756.06,0
229278.61,36,424539.55,38458.32,0
44451.21,48,21768.19,11947.62,0
415157.08,36,1099046.75,469079.17,0
296301.22,12,673192.89,226957.61,1
810887.97,36,2539619.42,894625.77,0
802360.55,6,3075238.25,2325390.27,1
462453.71,48,1316823.91,907495.2,0
610447.1,48,2630354.23,1820171.17,0
608216.92,24,2484463.55,808182.69,0
828886.57,24,3375393.62,288882.95,0
430752.39,6,2131433.43,1701462.66,0
282692.21,48,716145.57,83269.45,0
272384.57,48,1023223.41,422044.73,0
540830.36,24,2430585.85,514543.72,0
454656.72,24,1604181.45,655459.38,0
445719.56,36,1900217.31,463551.47,0
100225.97,60,295725.01,212185.45,0
721417.7,48,2573094.73,1993307.73,0
221599.32,48,375573.7,123207.49,0
204984.09,36,136536.73,7666.77,1
418630.74,48,1800139.26,955277.88,0
235500.56,6,1069368.42,322201.19,1
588019.68,24,2310934.97,1822807.56,0
377748.71,24,812603.62,1053115.34,1
454422.61,60,730984.01,69663.62,0
541797.63,24,2452337.6,1372177.28,1
211500.17,12,610634.26,831436.3,1
164194.11,6,397928.87,149970.29,0
881617.68,6,3055559.36,677758.76,0
439386.47,36,1306359.61,323778.67,1
417972.67,12,1580284.02,427274.62,0
45256.03,48,144515.01,26045.3,0
502996.54,60,1981965.31,1348755.22,0
558628.02,6,2506553.56,130495.61,0
563252.46,12,1230396.58,400890.59,1
709960.86,12,1883536.87,1126510.47,0
185707.02,6,562479.55,1721.4,1
259700.9,36,1264017.41,1680201.35,1
812623.16,12,2258009.68,1275853.53,0
947698.91,24,2685636.06,157644.6,0
144573.42,12,547521.78,476037.93,1
502673.06,48,1491530.99,2076123.33,1
222034.49,6,1072267.41,559499.99,1
69472.44,48,321701.91,227001.46,0
332248.3,36,1095399.63,772179.93,0
152250.75,60,571962.42,187029.02,0
712833.74,24,1214032.11,230850.13,0
538388.16,6,2118588.02,436296.16,0
152396.13,12,605805.56,371209.34,0
19149.17,24,52798.04,39257.68,1
810075.48,12,1837972.23,106206.38,0
184432.46,36,36526.47,438.89,0
610154.48,60,1826477.39,1202457.83,0
343552.69,6,1301367.75,402489.73,0
589631.08,36,953227.55,210815.23,1
322497.09,36,951119.73,143332.87,0
96070.17,60,418904.93,116113.95,0
230720.51,36,659056.83,654502.42,1
196177.98,36,708411.25,553739.44,0
433739.16,12,969188.12,257039.18,1
661700.95,48,1957205.39,1508911.6,1
271168.01,12,1287161.87,308778.24,0
21949.24,60,76440.01,52253.23,0
523747.99,24,2438968.75,413657.31,0
609701.89,60,2839422.89,1877398.22,0
963241.79,60,4627911.85,1309626.48,0
593576.1,60,2750554.96,3047752.91,1
476460.83,60,720162.9,538555.05,0
577667.61,36,2754926.94,3139048.69,0
928621.62,60,624068.57,495178.55,0
830094.36,24,285612.51,24808.05,0
329748.95,60,558548.51,4477.67,0
244881.82,12,666374.05,464219.38,0
270007.28,36,991686.6,465382.18,0
509376.83,12,1481313.25,1905427.15,1
746608.96,36,1186690.14,77812.63,1
508187.02,12,1609778.54,740359.73,1
77118.43,6,235015.15,74025.18,0
726344.89,48,3013584.92,4470497.68,1
807910.43,48,2002523.26,1009899.49,1
296602.89,36,670725.65,343375.91,1
667484.48,6,1599150.21,1228913.98,1
432325.98,24,1108090.13,580686.58,1
890228.16,6,3202219.29,869477.19,1
846773.3,36,2667623.12,703468.92,0
530177.68,6,1420415.45,542213.43,0
694590.49,24,1951868.43,404938.84,1
884516.2,36,2475082.25,745373.95,0
500759.84,48,2455437.53,1654204.24,0
320118.23,60,741230.39,509825.14,0
756129.48,6,3299155.84,1656948.18,0
227865.59,48,29995.61,13986.14,0
394645.84,48,599662.39,204892.56,0
867069.96,12,4314641.36,4374882.19,1
727178.12,24,3015998.74,1944844.7,0
409772.9,60,1593432.06,940567.33,0
222597.06,6,649679.9,18429.87,1
362408.71,48,1247849.59,729872.22,0
291263.11,48,695084.31,400339.46,1
184328.4,24,299384.7,23709.0,0
745899.58,60,3301408.08,396822.29,0
259549.19,60,1203710.17,758730.79,0
459625.8,48,950803.64,928757.38,1
392000.85,48,1667844.58,1096279.57,0
982256.6,48,4021392.27,594342.91,0
397181.32,48,843737.25,831570.4,1
89182.66,12,265443.34,34389.09,0
98927.5,12,294769.59,106723.11,0
594846.18,60,2474485.7,1035904.35,0
603369.92,36,2674022.76,1834809.86,1
424571.4,6,777692.92,445587.27,0
437525.26,24,1518384.3,1203034.88,1
63393.26,36,264103.91,16632.12,0
521381.05,12,2216738.65,230932.87,0
509692.08,12,1028547.07,69410.96,1
158053.83,12,527784.1,227351.68,1
112800.99,36,507768.63,108402.82,0
132336.77,12,346036.17,189249.38,1
110017.96,36,328723.67,34894.91,0
613611.11,12,2647888.28,218591.44,0
204517.83,48,370712.77,136471.37,0
258915.85,48,1167251.3,351014.27,0
181836.42,6,470783.31,312285.6,0
958256.95,12,1442249.64,966369.65,0
856071.29,6,1985706.16,2773217.56,1
238189.89,36,431898.35,280672.69,1
334290.63,6,609527.88,275099.43,0
217793.91,12,854824.78,344363.27,1
496957.2,36,1117615.58,84727.22,0
29414.43,36,140353.84,83048.01,0
674654.33,48,2231456.92,106456.17,1
527926.57,36,1642033.19,364783.28,0
899652.54,36,2716943.76,207425.69,0
172748.76,6,677875.94,287835.67,0
806068.15,60,2485043.35,1282739.73,0
794041.4,36,1548461.12,1103563.65,0
135909.38,24,622546.86,365495.73,0
404573.63,60,1213471.56,933018.28,0
178451.11,48,313898.36,423070.72,1
262173.3,48,879009.65,209607.31,1
270613.71,36,1019053.84,446414.72,0
560674.03,6,1381802.8,506225.82,0
417296.82,60,1794873.5,812673.81,0
948255.48,48,3645298.38,1668349.07,0
135106.44,48,510188.14,286562.92,0
973955.21,24,2895459.11,192359.98,0
238332.25,36,1159892.41,692915.21,1
775145.2,60,1906595.26,219248.71,0
345580.23,48,1217122.94,25518.01,0
151650.58,48,391515.25,162527.55,1
859310.29,48,3529029.79,1641639.61,0
315772.29,48,526477.73,14678.65,0
662266.85,6,1099779.23,453435.56,0
570779.25,12,2476048.03,1058897.21,0
477038.75,24,1440627.72,60500.49,0
500861.28,6,1349385.5,768162.29,0
734915.53,24,2665056.54,448347.16,0
96895.18,48,383380.09,243663.88,0
671498.86,24,1480120.95,368043.48,1
896853.98,36,1927347.58,736852.01,0
67210.32,36,326207.14,232742.5,1
149246.81,12,531889.52,343038.73,0
719465.62,12,2061562.31,1289488.39,0
442908.83,24,1906742.86,244725.41,0
409513.13,6,1366977.91,52647.66,0
145596.97,6,90366.68,43792.34,1
511702.34,48,1137807.8,373830.52,0
135279.86,6,390824.52,284231.75,0
481854.25,12,2172987.04,1829406.53,0
765979.15,6,1313706.1,431471.9,0
265681.71,48,601726.83,253206.91,0
485978.31,36,2248150.91,1432343.1,0
992095.81,6,1910846.96,410142.75,1
689783.92,6,265623.25,200135.57,0
842943.2,12,1894337.65,818234.31,1
420699.13,24,1523155.49,1024751.31,0
770182.31,36,2187983.65,920035.72,1
50104.08,24,92986.62,57428.03,0
131682.07,48,465978.43,535214.89,0
211039.89,48,821082.27,524975.36,0
407932.41,24,1583166.99,663612.22,0
847287.43,12,85470.2,30729.31,0
352803.39,60,1146888.58,102403.08,0
658074.98,12,2183594.23,1295417.34,0
712221.15,60,2652838.88,278364.83,0
590320.53,60,2311640.75,355655.75,0
363669.55,12,1379059.88,139476.19,0
581282.81,60,2066059.0,10868.47,0
348842.94,60,713536.06,377839.48,1
93035.0,60,208133.98,183037.11,0
992875.94,36,2393609.5,286219.13,1
135910.63,48,641337.23,164168.21,0
81624.9,60,339386.77,135506.19,0
879745.44,48,313710.48,126340.63,1
308816.31,48,735661.98,216105.71,0
653794.0,36,1234441.74,488772.04,0
335715.67,48,1559619.95,533192.21,0
397539.73,24,185616.58,122160.25,1
269491.84,6,508648.22,12050.47,0
349613.57,36,171501.64,119094.87,1
416593.4,6,1276132.96,249014.64,0
723211.91,24,1904856.47,1099913.22,0
516420.83,12,2110542.67,683882.71,0
944129.56,12,593398.12,139725.3,0
51461.59,60,217687.95,107162.97,0
508037.64,12,894222.97,550043.29,1
588382.54,36,1538652.45,553836.66,0
920995.02,12,2410804.83,899816.21,1
58666.94,36,155710.03,7331.64,0
577764.59,36,1882749.66,1391722.49,1
855093.63,6,2129652.0,1442876.19,0
249508.45,12,762333.81,242722.69,1
877529.43,48,2445868.96,1496775.17,1
28852.98,12,117533.66,29456.68,1
735130.08,12,242885.66,141927.18,1
933782.09,12,3536889.24,1461985.1,1
660625.69,60,1477848.49,544754.72,0
444638.95,48,1173516.72,53064.55,0
54432.21,48,85680.6,66174.34,0
920912.68,36,1730681.77,1159430.75,1
475593.26,48,217319.78,137935.14,0
38706.78,36,66928.78,16326.14,0
692922.86,6,2500906.47,579390.37,1
487018.88,36,2431907.06,3617153.05,1
133101.86,12,246618.21,166955.24,0
222129.09,24,971660.55,726513.24,0
73845.77,24,141477.93,30438.02,1
578550.6,60,2224352.95,1080883.92,0
625809.18,12,2347442.53,1359456.18,1
510684.88,36,2379540.93,430967.5,0
818931.11,12,1554994.29,1954583.51,1
862398.73,60,2245734.27,336813.92,0
619468.15,48,1126025.32,629587.85,1
22628.91,36,66208.61,45752.01,0
698277.36,12,3275323.1,2299366.83,0
423819.22,48,1795014.69,962255.49,0
569901.91,60,2296790.38,637868.96,0
652589.8,48,2196353.79,1161502.83,0
356734.25,36,1638195.06,1644849.92,1
917927.52,60,2820833.76,3326575.19,1
142635.12,60,288679.2,302843.28,0
674796.69,60,2990394.11,2200458.18,0
14315.98,6,35485.51,23710.47,0
925404.59,60,1561821.42,1102565.01,0
121379.09,6,235612.97,170243.0,1
103935.39,48,377462.8,118919.6,0
339677.56,6,1231258.76,846750.45,0
379830.62,48,915635.3,417785.83,0
222157.07,6,898654.34,27433.38,1
589270.44,48,2479497.12,1261243.53,1
448484.96,48,2117637.98,797280.41,0
43833.83,60,155490.92,34227.24,0
326455.54,60,1380248.07,1071495.56,0
812328.58,48,3359668.25,148015.85,0
692804.52,60,1664346.24,1259413.98,1
727622.15,48,1881478.62,239726.06,0
701135.75,60,2225887.52,671306.63,0
317863.29,24,497976.2,166218.55,0
108667.28,6,16106.44,9419.31,0
279742.51,48,883591.91,152408.44,0
833467.45,12,1565454.01,1234957.67,0
980666.09,60,1904419.82,1141146.41,1
498908.54,60,1557257.48,984127.72,1
19603.35,36,79557.8,80099.01,1
148644.36,12,656728.81,250246.26,0
328859.77,12,1122101.97,848856.09,0
582799.5,24,1842591.4,398097.14,0
84342.71,6,239953.49,242776.15,1
943923.73,24,2053337.56,797342.94,0
371432.84,6,747682.05,556510.56,1
913458.38,48,3901963.14,1519551.26,0
782716.58,24,2447964.27,792815.93,1
757882.9,36,3233220.05,1681979.1,0
610652.38,6,2420803.51,1814409.66,1
630515.98,24,1373664.62,1522846.93,1
641623.2,36,2108422.23,2113706.05,0
632434.17,12,1931490.77,205130.98,0
558190.95,60,1665394.67,113690.48,0
986549.88,48,218523.0,52813.7,0
734967.66,48,3628746.02,665683.39,0
779176.92,12,3385642.22,1486137.85,1
873738.19,24,4074235.51,1066763.35,0
223483.37,60,358408.89,116184.08,0
92966.12,12,185112.03,139480.39,1
488065.49,36,876894.0,109194.8,0
518939.89,60,1256513.58,390481.53,0
830889.96,6,2531409.06,520623.44,1
449345.74,24,1683782.23,739740.74,0
575144.5,60,275088.97,162046.38,1
531800.23,6,2478797.29,1620117.86,0
47820.76,12,229037.33,94417.74,0
619062.75,48,1282898.18,877416.75,0
829762.85,60,3721648.37,2337419.99,0
165925.54,60,528643.37,66399.32,0
598388.42,6,1847017.5,362648.97,1
597674.44,6,2538495.31,1364127.53,1
172543.11,48,315062.3,245696.68,1
132228.94,6,606762.37,182577.08,0
980251.42,6,3772028.78,693473.43,0
399781.98,60,1824371.33,1268491.86,0
235147.51,48,1171192.51,187027.23,0
179611.3,48,595055.04,331997.05,0
670925.7,60,1225390.57,33574.79,0
613350.84,12,1277507.69,19398.2,1
647116.6,12,1703640.48,615445.87,1
97125.97,60,180890.83,95009.67,0
894599.24,6,3894813.48,443804.51,0
395373.73,24,1003868.72,613470.16,1
320235.71,12,230990.31,213888.55,1
467737.83,12,1851806.82,790659.01,1
396165.41,60,834723.01,205875.54,0
864941.23,60,2738533.04,1648056.36,0
929968.37,24,2914609.01,1874948.75,0
310418.68,24,1000724.89,52911.32,0
865296.45,48,2920305.51,2791817.52,1
783707.9,60,1261068.92,900548.59,1
931499.6,12,3634761.68,5383618.8,0
253292.81,36,185650.13,70804.86,0
581189.56,36,2480737.25,333458.4,0
281799.14,6,1226875.54,976489.67,1
825853.55,12,1905139.2,1406827.46,1
15270.95,36,25494.55,41.29,0
569170.97,12,2254667.49,993378.87,0
345811.4,60,1702142.42,1187778.65,0
329456.87,12,1009226.2,347604.64,1
648457.26,36,1561903.23,1874729.87,1
852969.6,12,1747181.67,530230.72,1
613103.44,24,1536473.76,35435.18,0
854641.25,6,2262849.39,1430633.73,1
271951.14,48,811382.98,296502.19,0
524306.84,36,1989180.79,845108.45,1
456031.17,60,1120044.79,229103.03,0
21528.45,48,9549.68,5990.46,0
561244.02,6,1575117.39,1000197.71,1
664909.08,24,2988569.27,1321953.73,0
595995.26,24,1933545.87,1399311.67,1
738917.1,24,3603508.91,334071.89,0
575626.13,24,1878081.19,1181878.99,0
76082.75,36,31007.08,13856.05,0
125281.07,36,272686.65,50395.37,0
600509.83,12,2360505.5,249843.05,1
282229.4,60,953183.09,229531.86,0
88848.68,12,45440.6,31129.21,0
435306.72,60,1803451.26,1136346.49,0
558779.37,6,2257838.64,2845270.05,1
335458.53,12,554100.86,40040.22,0
723229.37,6,3116396.56,3844975.07,0
647332.9,6,2177926.67,532180.97,0
339490.18,6,974669.47,473299.48,0
757323.8,24,2560752.59,1645236.16,1
